RegionID,DKTID,Region,Hemisphere,Coloc_time,Order
30,30,middletemporal,right,9.99,1
29,29,inferiortemporal,right,10.62,2
25,25,fusiform,right,13.91,3
19,19,inferiorparietal,right,16.23,4
31,31,bankssts,right,17.03,5
32,32,superiortemporal,right,17.63,6
23,23,lateraloccipital,right,18.18,7
26,26,parahippocampal,right,18.45,8
20,20,precuneus,right,18.73,9
18,18,superiorparietal,right,19.4,10
28,28,temporalpole,right,19.97,11
15,15,isthmuscingulate,right,20.86,12
17,17,supramarginal,right,21.6,13
1,1,lateralorbitofrontal,right,24.23,14
24,24,lingual,right,24.57,15
7,7,rostralmiddlefrontal,right,25.81,16
34,34,insula,right,25.89,17
14,14,posteriorcingulate,right,28.28,18
4,4,medialorbitofrontal,right,28.91,19
16,16,postcentral,right,29.04,20
5,5,parstriangularis,right,29.7,21
2,2,parsorbitalis,right,30.5,22
8,8,superiorfrontal,right,30.52,23
22,22,pericalcarine,right,30.88,24
6,6,parsopercularis,right,31.28,25
9,9,caudalmiddlefrontal,right,31.34,26
21,21,cuneus,right,31.43,27
12,12,rostralanteriorcingulate,right,31.77,28
36,41,Right-Amygdala,right,31.79,29
13,13,caudalanteriorcingulate,right,32.29,30
11,11,paracentral,right,32.54,31
33,33,transversetemporal,right,32.94,32
10,10,precentral,right,33.21,33
27,27,entorhinal,right,34.62,34
3,3,frontalpole,right,40.3,35
35,40,Right-Hippocampus,right,74.34,36
