ab_bin,ab_bin_diffs
0.6638209807245782,0.001317514955337005
0.725,0.0015371190499631677
0.775,0.017154992905413318
0.825,0.019327969898628176
0.875,0.023330565432441525
0.925,0.022950532088079394
0.975,0.024236167346297067
1.025,0.018714819128126357
1.075,0.01998398885093981
1.125,0.009509085183778746
1.1716774311718772,0.011375772070883706
