RegionID,DKTID,Region,Hemisphere,Coloc_time,Order
29,70,inferiortemporal,left,10.26,1
25,66,fusiform,left,14.53,2
30,71,middletemporal,left,14.65,3
26,67,parahippocampal,left,17.58,4
19,60,inferiorparietal,left,18.65,5
28,69,temporalpole,left,18.93,6
32,73,superiortemporal,left,19.92,7
31,72,bankssts,left,20.45,8
15,56,isthmuscingulate,left,21.35,9
20,61,precuneus,left,21.48,10
18,59,superiorparietal,left,21.85,11
23,64,lateraloccipital,left,21.97,12
17,58,supramarginal,left,23.05,13
34,75,insula,left,25.3,14
1,42,lateralorbitofrontal,left,25.32,15
27,68,entorhinal,left,25.33,16
24,65,lingual,left,26.25,17
7,48,rostralmiddlefrontal,left,26.56,18
36,82,Left-Amygdala,left,27.87,19
6,47,parsopercularis,left,28.2,20
9,50,caudalmiddlefrontal,left,29.21,21
5,46,parstriangularis,left,29.59,22
16,57,postcentral,left,29.85,23
14,55,posteriorcingulate,left,30.66,24
8,49,superiorfrontal,left,30.93,25
10,51,precentral,left,31.35,26
2,43,parsorbitalis,left,31.58,27
21,62,cuneus,left,32.0,28
22,63,pericalcarine,left,32.0,29
33,74,transversetemporal,left,32.42,30
4,45,medialorbitofrontal,left,33.66,31
12,53,rostralanteriorcingulate,left,33.89,32
13,54,caudalanteriorcingulate,left,36.47,33
11,52,paracentral,left,38.37,34
3,44,frontalpole,left,42.8,35
35,81,Left-Hippocampus,left,79.82,36
