RegionID,DKTID,Region,Hemisphere,Coloc_time,Order
65,70,inferiortemporal,left,10.26,1
29,29,inferiortemporal,right,12.7,2
61,66,fusiform,left,14.53,3
66,71,middletemporal,left,14.62,4
30,30,middletemporal,right,16.09,5
25,25,fusiform,right,16.33,6
62,67,parahippocampal,left,17.58,7
55,60,inferiorparietal,left,18.46,8
20,20,precuneus,right,18.72,9
64,69,temporalpole,left,18.93,10
56,61,precuneus,left,19.31,11
68,73,superiortemporal,left,19.82,12
19,19,inferiorparietal,right,20.23,13
67,72,bankssts,left,20.41,14
51,56,isthmuscingulate,left,20.64,15
54,59,superiorparietal,left,20.92,16
26,26,parahippocampal,right,21.32,17
32,32,superiortemporal,right,21.62,18
15,15,isthmuscingulate,right,21.65,19
23,23,lateraloccipital,right,21.82,20
31,31,bankssts,right,21.83,21
59,64,lateraloccipital,left,21.97,22
18,18,superiorparietal,right,22.13,23
53,58,supramarginal,left,22.78,24
28,28,temporalpole,right,23.21,25
17,17,supramarginal,right,25.09,26
70,75,insula,left,25.17,27
37,42,lateralorbitofrontal,left,25.21,28
63,68,entorhinal,left,25.33,29
43,48,rostralmiddlefrontal,left,25.83,30
1,1,lateralorbitofrontal,right,26.23,31
60,65,lingual,left,26.25,32
7,7,rostralmiddlefrontal,right,27.38,33
14,14,posteriorcingulate,right,27.4,34
50,55,posteriorcingulate,left,27.85,35
72,82,Left-Amygdala,left,27.87,36
42,47,parsopercularis,left,27.88,37
44,49,superiorfrontal,left,27.99,38
45,50,caudalmiddlefrontal,left,28.45,39
24,24,lingual,right,28.51,40
4,4,medialorbitofrontal,right,28.6,41
8,8,superiorfrontal,right,28.82,42
34,34,insula,right,28.84,43
41,46,parstriangularis,left,29.28,44
52,57,postcentral,left,29.28,45
57,62,cuneus,left,30.09,46
48,53,rostralanteriorcingulate,left,30.6,47
46,51,precentral,left,30.67,48
12,12,rostralanteriorcingulate,right,30.72,49
40,45,medialorbitofrontal,left,30.81,50
58,63,pericalcarine,left,30.87,51
13,13,caudalanteriorcingulate,right,31.16,52
11,11,paracentral,right,31.36,53
38,43,parsorbitalis,left,31.36,54
16,16,postcentral,right,31.56,55
21,21,cuneus,right,31.83,56
5,5,parstriangularis,right,32.01,57
69,74,transversetemporal,left,32.27,58
9,9,caudalmiddlefrontal,right,32.32,59
2,2,parsorbitalis,right,32.89,60
22,22,pericalcarine,right,32.94,61
49,54,caudalanteriorcingulate,left,32.96,62
6,6,parsopercularis,right,33.49,63
10,10,precentral,right,34.75,64
47,52,paracentral,left,34.9,65
33,33,transversetemporal,right,36.16,66
36,41,Right-Amygdala,right,36.84,67
27,27,entorhinal,right,39.04,68
3,3,frontalpole,right,39.81,69
39,44,frontalpole,left,40.29,70
71,81,Left-Hippocampus,left,79.82,71
35,40,Right-Hippocampus,right,84.28,72
