ab_bin,ab_bin_diffs
0.9056031222880256,0.001406147782969252
0.975,0.0007109418817010947
1.025,0.0069689494874635525
1.075,-0.0009350249922685954
1.125,0.03212112301561711
1.175,0.03088460460975925
1.225,0.027808609606952854
1.275,0.027107813461664132
1.325,0.035269024494719727
1.375,0.019725494510825482
1.425,0.01621050503155883
1.475,0.01604505050423216
1.525,0.025716988155738425
1.5750000000000002,0.024225060191697425
1.625,0.009583647153759495
1.6932750650626915,0.018920724441624657
