ab_bin,ab_bin_diffs
0.6629774217273331,0.0009579474313218036
0.725,0.001977328017926313
0.775,0.017832577332203687
0.825,0.019861515750093834
0.875,0.021531710689631705
0.925,0.022369430231238593
0.975,0.021406978487933662
1.025,0.018162686506868916
1.075,0.018071986554785188
1.125,0.004085151091885777
1.176514241773133,0.008910706316708506
