ab_suvr,ab_diff
0.6327720207253885,0.004996297212569771
0.6990291262135923,-0.0009947188659232818
0.6624075319435103,-0.01256549523696669
0.7089947089947091,0.025117239402953656
0.7136782423812897,-0.006864978862974313
0.7228831350594821,0.01067761924834939
0.7601060304837641,0.025317105729384275
0.7477031802120142,0.027421693535251146
0.6410579345088161,0.008151270631081352
0.6254777070063694,0.005756266527207512
0.7838874680306905,0.0021032383530175214
0.6626506024096386,-0.001480198002895944
0.5900383141762452,0.012347291518377816
1.0013140604467805,0.012508733529484907
0.6322624743677375,0.002168400664149286
0.7671410090556273,0.03549606568566624
0.6962025316455697,-0.004252154493162455
0.7198817442719881,-0.01289354450696787
1.1315068493150684,0.016336872358730534
1.0327526132404181,0.02195536669013786
1.022875816993464,0.025425275255516105
1.2266042780748663,6.94732574846795e-5
0.6718200983836964,-0.0012551563036138867
0.7623318385650224,-0.009973103686170017
0.6488946684005201,0.0010035977701355664
0.6771269177126917,-0.005131226146421519
1.2360080917060012,0.028362262748225297
0.6603641456582633,-0.011306268006134355
0.6653333333333333,0.01611914234151081
0.6596638655462185,-0.002015501541118237
0.6278464541314248,-0.0020126137374365145
0.9630606860158311,0.02235253773432673
0.6424766977363515,0.006694434007711505
0.664868509777478,-0.00831339667598186
0.7222938144329897,0.025975472842226434
0.6587052168447518,-0.003915156621123693
0.6754261363636364,-0.004054239620976924
0.6716723549488054,-0.005238523906791445
0.822316986496091,0.012642512229778143
0.83008356545961,0.015668059609953627
0.9683988764044944,0.040417566286543194
0.703042328042328,0.008748456950409371
0.6624649859943977,-0.004782081674426128
1.0232558139534884,0.016344712846239052
0.6429872495446266,-0.0020260249409486644
0.6483590087073007,0.009947769673538859
0.6912928759894459,-0.003465002385274315
0.6806181584030908,-0.0009995110767808892
1.0911930043722675,0.04530673008072907
0.9476861167002012,0.025463618622511335
0.6789544235924933,0.025748492619210993
0.6759510869565217,-0.0017383598449978229
0.6875792141951838,0.005598547695202908
0.6673699015471167,0.016690633928358442
1.0642750373692076,0.024122272725732072
0.6230508474576271,-0.0018734972887582283
0.6796714579055441,-0.002294373082093043
0.8466216216216216,0.01956737706377283
0.9665998663994656,0.021917325203932067
0.6938040345821326,-0.004891314906982912
0.6725543478260869,0.0028702953358330733
0.6469002695417789,-0.004378807833675396
0.6512210394489668,-0.006691629600755852
0.7473460721868366,0.01957963314865993
0.6688034188034188,-0.00045209271666085514
1.1109660574412532,0.00791534460570433
1.0660042583392477,0.020827078660584773
1.0463087248322147,0.003914281377613506
1.1773743016759777,0.007183841409659212
0.9689440993788819,0.011716010689371371
0.6587245970567623,-0.002920440860698574
0.6363636363636365,0.0017251569665269256
0.6861016949152542,-0.0014609229399640598
0.7874828060522696,0.01898919771982076
1.0514800514800513,0.018215099206021004
0.7014066496163682,-0.006296106463332273
1.0412234042553192,0.010826257544490396
0.7253814147018031,0.00712527741361447
0.6956824512534819,0.010053719047537414
0.7053637031594415,-0.01743912173719324
0.8939292861907938,0.03767770009016437
0.6952908587257618,-0.02344771312184566
0.7005532503457814,-0.0019120585979221767
0.8005598320503848,0.024193473448864983
0.6469440832249674,0.010990103064306232
0.7012987012987013,0.008401119145625123
1.1502403846153846,0.04331715615672498
