RegionID,DKTID,Region,Hemisphere,Coloc_time,Order
72,82,Left-Amygdala,left,25.48,1
63,68,entorhinal,left,27.11,2
36,41,Right-Amygdala,right,27.83,3
62,67,parahippocampal,left,28.0,4
61,66,fusiform,left,28.85,5
65,70,inferiortemporal,left,29.31,6
27,27,entorhinal,right,29.35,7
64,69,temporalpole,left,29.68,8
26,26,parahippocampal,right,30.71,9
25,25,fusiform,right,30.98,10
29,29,inferiortemporal,right,31.97,11
66,71,middletemporal,left,32.54,12
20,20,precuneus,right,32.69,13
15,15,isthmuscingulate,right,33.1,14
59,64,lateraloccipital,left,33.39,15
60,65,lingual,left,33.43,16
51,56,isthmuscingulate,left,33.51,17
56,61,precuneus,left,33.55,18
28,28,temporalpole,right,33.89,19
55,60,inferiorparietal,left,34.04,20
71,81,Left-Hippocampus,left,34.45,21
54,59,superiorparietal,left,34.6,22
30,30,middletemporal,right,34.96,23
24,24,lingual,right,35.32,24
68,73,superiortemporal,left,35.62,25
67,72,bankssts,left,35.69,26
23,23,lateraloccipital,right,35.9,27
18,18,superiorparietal,right,36.1,28
19,19,inferiorparietal,right,36.2,29
35,40,Right-Hippocampus,right,36.38,30
53,58,supramarginal,left,36.82,31
31,31,bankssts,right,37.2,32
14,14,posteriorcingulate,right,37.48,33
32,32,superiortemporal,right,37.81,34
50,55,posteriorcingulate,left,38.26,35
17,17,supramarginal,right,39.44,36
57,62,cuneus,left,39.44,37
43,48,rostralmiddlefrontal,left,39.6,38
21,21,cuneus,right,39.79,39
44,49,superiorfrontal,left,40.03,40
70,75,insula,left,40.08,41
52,57,postcentral,left,40.18,42
8,8,superiorfrontal,right,40.31,43
11,11,paracentral,right,40.45,44
13,13,caudalanteriorcingulate,right,40.7,45
46,51,precentral,left,40.89,46
7,7,rostralmiddlefrontal,right,40.94,47
48,53,rostralanteriorcingulate,left,40.98,48
58,63,pericalcarine,left,41.04,49
45,50,caudalmiddlefrontal,left,41.08,50
37,42,lateralorbitofrontal,left,41.14,51
12,12,rostralanteriorcingulate,right,41.18,52
42,47,parsopercularis,left,41.44,53
49,54,caudalanteriorcingulate,left,42.3,54
22,22,pericalcarine,right,42.41,55
41,46,parstriangularis,left,42.65,56
16,16,postcentral,right,43.01,57
40,45,medialorbitofrontal,left,43.05,58
4,4,medialorbitofrontal,right,43.17,59
47,52,paracentral,left,43.26,60
34,34,insula,right,43.39,61
1,1,lateralorbitofrontal,right,43.45,62
9,9,caudalmiddlefrontal,right,43.81,63
10,10,precentral,right,44.33,64
5,5,parstriangularis,right,44.61,65
69,74,transversetemporal,left,44.93,66
38,43,parsorbitalis,left,45.16,67
6,6,parsopercularis,right,45.6,68
2,2,parsorbitalis,right,46.67,69
33,33,transversetemporal,right,48.27,70
3,3,frontalpole,right,50.88,71
39,44,frontalpole,left,51.26,72
