RegionID,DKTID,Region,Hemisphere,Coloc_time,Order
36,41,Right-Amygdala,right,27.91,1
27,27,entorhinal,right,29.44,2
26,26,parahippocampal,right,30.8,3
25,25,fusiform,right,31.11,4
29,29,inferiortemporal,right,32.14,5
28,28,temporalpole,right,33.97,6
15,15,isthmuscingulate,right,34.76,7
30,30,middletemporal,right,35.31,8
20,20,precuneus,right,35.85,9
24,24,lingual,right,36.16,10
35,40,Right-Hippocampus,right,36.38,11
23,23,lateraloccipital,right,36.4,12
19,19,inferiorparietal,right,36.96,13
31,31,bankssts,right,37.46,14
18,18,superiorparietal,right,37.89,15
32,32,superiortemporal,right,38.53,16
14,14,posteriorcingulate,right,40.5,17
17,17,supramarginal,right,40.55,18
21,21,cuneus,right,42.6,19
7,7,rostralmiddlefrontal,right,43.22,20
11,11,paracentral,right,44.04,21
13,13,caudalanteriorcingulate,right,44.08,22
1,1,lateralorbitofrontal,right,44.16,23
34,34,insula,right,44.36,24
12,12,rostralanteriorcingulate,right,44.64,25
22,22,pericalcarine,right,44.82,26
16,16,postcentral,right,44.83,27
8,8,superiorfrontal,right,45.21,28
5,5,parstriangularis,right,46.14,29
9,9,caudalmiddlefrontal,right,46.71,30
10,10,precentral,right,46.85,31
4,4,medialorbitofrontal,right,46.92,32
6,6,parsopercularis,right,47.48,33
2,2,parsorbitalis,right,47.6,34
33,33,transversetemporal,right,49.12,35
3,3,frontalpole,right,54.51,36
