RegionID,DKTID,Region,Hemisphere,Coloc_time,Order
25,66,fusiform,left,24.18,1
29,70,inferiortemporal,left,28.39,2
26,67,parahippocampal,left,29.54,3
15,56,isthmuscingulate,left,30.65,4
28,69,temporalpole,left,30.81,5
30,71,middletemporal,left,32.35,6
23,64,lateraloccipital,left,32.91,7
19,60,inferiorparietal,left,34.02,8
20,61,precuneus,left,34.5,9
32,73,superiortemporal,left,35.12,10
18,59,superiorparietal,left,35.35,11
31,72,bankssts,left,35.36,12
17,58,supramarginal,left,36.59,13
22,63,pericalcarine,left,38.49,14
34,75,insula,left,39.15,15
14,55,posteriorcingulate,left,39.43,16
21,62,cuneus,left,39.5,17
16,57,postcentral,left,39.78,18
7,48,rostralmiddlefrontal,left,39.8,19
1,42,lateralorbitofrontal,left,40.25,20
6,47,parsopercularis,left,40.43,21
9,50,caudalmiddlefrontal,left,40.49,22
10,51,precentral,left,40.95,23
5,46,parstriangularis,left,41.47,24
24,65,lingual,left,41.79,25
8,49,superiorfrontal,left,41.99,26
13,54,caudalanteriorcingulate,left,42.54,27
33,74,transversetemporal,left,42.93,28
11,52,paracentral,left,43.74,29
2,43,parsorbitalis,left,43.94,30
12,53,rostralanteriorcingulate,left,43.98,31
36,82,Left-Amygdala,left,44.55,32
27,68,entorhinal,left,44.85,33
4,45,medialorbitofrontal,left,46.09,34
3,44,frontalpole,left,50.62,35
35,81,Left-Hippocampus,left,122.39,36
