RegionID,DKTID,Region,Hemisphere,Coloc_time,Order
25,25,fusiform,right,24.38,1
29,29,inferiortemporal,right,28.1,2
26,26,parahippocampal,right,30.21,3
28,28,temporalpole,right,30.82,4
30,30,middletemporal,right,32.19,5
23,23,lateraloccipital,right,32.5,6
15,15,isthmuscingulate,right,32.81,7
19,19,inferiorparietal,right,33.91,8
20,20,precuneus,right,34.79,9
18,18,superiorparietal,right,35.04,10
32,32,superiortemporal,right,35.28,11
31,31,bankssts,right,35.67,12
17,17,supramarginal,right,37.44,13
22,22,pericalcarine,right,38.97,14
14,14,posteriorcingulate,right,39.8,15
1,1,lateralorbitofrontal,right,40.06,16
7,7,rostralmiddlefrontal,right,40.32,17
34,34,insula,right,40.37,18
16,16,postcentral,right,41.34,19
24,24,lingual,right,41.55,20
13,13,caudalanteriorcingulate,right,42.02,21
11,11,paracentral,right,42.16,22
9,9,caudalmiddlefrontal,right,42.3,23
5,5,parstriangularis,right,42.39,24
6,6,parsopercularis,right,42.78,25
8,8,superiorfrontal,right,42.85,26
10,10,precentral,right,43.28,27
2,2,parsorbitalis,right,43.53,28
12,12,rostralanteriorcingulate,right,43.93,29
33,33,transversetemporal,right,44.02,30
4,4,medialorbitofrontal,right,44.04,31
21,21,cuneus,right,44.27,32
36,41,Right-Amygdala,right,46.34,33
3,3,frontalpole,right,49.54,34
27,27,entorhinal,right,58.89,35
35,40,Right-Hippocampus,right,121.24,36
