ab_bin,ab_bin_diffs
0.6591948104272268,0.003455094872995465
0.725,0.007520856066615364
0.775,0.00984593606350571
0.825,0.017821014565917708
0.875,0.014672615878871021
0.925,0.014249745440864941
0.975,0.017733633565921215
1.025,0.014451549864579347
1.075,0.010011017731909704
1.125,-0.0012785917619562463
1.161421542210853,-0.0033024807903300635
