u0,alpha,t50,ui,diff
0.7108228314331381,0.17134113271410767,42.89397698218531,1.1187382889226134,0.40791545748947533
0.635515010559357,0.13839347977062785,42.82934537626013,1.107426255211176,0.471911244651819
0.5378395606724944,0.14220615617011778,44.76125507151062,1.0861030314649358,0.5482634707924414
0.6541436678447129,0.1895254538174507,41.954390723471,1.1170566796268389,0.4629130117821259
0.6764711741390688,0.1355697670656414,43.41917206417919,1.1514042112420935,0.4749330371030246
0.6773003100097263,0.13737672786075159,43.236980653869544,1.1378841032091818,0.4605837931994554
0.644751839878278,0.1355939739498734,43.78767551856472,1.2284682084261762,0.5837163685478981
0.629447597773217,0.13735037839971448,43.92172437946018,1.1416629063011037,0.5122153085278868
0.6666963979255454,0.1200310783420299,45.0389971818229,1.195981924202044,0.5292855262764985
0.6932104701371475,0.10584992112213908,49.44677046023421,1.0994476217295317,0.4062371515923841
0.712110637079568,0.12839137889414615,47.38389304026762,1.1455648434509242,0.4334542063713562
0.6882324207531361,0.16547598735033495,41.84940124813184,1.1673859079186466,0.4791534871655105
0.7044274985364893,0.14703849273433478,42.79932731423929,1.1689788119608147,0.46455131342432526
0.7032954465488289,0.14181545136494295,42.6464607550235,1.2147258254769755,0.5114303789281466
0.7202874502116511,0.1702048082983642,41.78722730391531,1.1234745890059996,0.4031871387943486
0.6434818754142422,0.11035164861366513,48.2283000932624,1.0525939254603733,0.40911205004613116
0.6526600349369457,0.12387552467685868,43.307189189582516,1.128459690961924,0.4757996560249783
0.6180341645305817,0.10446678108414133,45.44387502923838,1.1352955656274621,0.5172614010968805
0.6457124109121835,0.12418415644321425,43.13832742417481,1.1849223634886266,0.5392099525764432
0.6818833319640247,0.15101860473059142,42.46745170554429,1.225339540427274,0.5434562084632494
0.6572926970977606,0.07838757574577408,51.91509192665669,1.0899709801047577,0.432678283006997
0.7598077181533295,0.12262375686894889,47.90544999708583,1.1708324060132778,0.4110246878599482
0.6535099182019817,0.08777339235031778,47.79266212998653,1.1092616334956826,0.45575171529370095
0.6389723855051128,0.10011509924928728,45.281309010061776,0.9445947362739027,0.3056223507687899
0.6686364955887978,0.14486360452118197,43.37863742590282,1.0217389763449878,0.35310248075619005
0.6208867963789372,0.14600027260760837,42.40723099698074,0.858480488003486,0.23759369162454885
0.5606765570038341,0.10414858199918545,41.90643950422716,0.7270729525708135,0.16639639556697935
0.5730793392085283,0.13707257483290486,46.314644122725795,0.8583667152056913,0.2852873759971631
0.6524259527941652,0.14323139102352592,44.213420255500104,1.1118880662929929,0.4594621134988276
0.6283751092568646,0.1406266487350037,43.83473774519718,1.0954926566626824,0.4671175474058178
0.7875145925173581,0.1718433151002223,42.32308385652244,1.2796188198329013,0.49210422731554304
0.6321892152063282,0.15097425353633998,44.153405905353154,1.0297146213435835,0.39752540613725534
0.6749503552430781,0.18298152481226954,43.59492849015721,1.0015907557085253,0.3266404004654472
0.6621348416627314,0.16638867429771034,43.696873462065525,1.007780444530057,0.34564560286732576
0.6993386225512724,0.11144733236791651,28.02668345868912,0.7549515035305748,0.05561288097930237
0.651605642349351,0.18291853843136052,43.56255078298963,0.8219019832569054,0.17029634090755438
0.7031797186277756,0.16712152873959024,42.725399616106124,1.1164513351387593,0.4132716165109837
0.6233485054170003,0.13473594747145498,42.746153114791724,1.0784415714896585,0.4550930660726581
0.5158123390023307,0.13792718206566512,44.10563224396484,1.0615098848452402,0.5456975458429095
0.6454541726636859,0.18692513545967088,42.093235710546146,1.0917199574721488,0.44626578480846285
0.6735480430894957,0.1334898633474712,43.31095323612712,1.1386750275855262,0.46512698449603057
0.6682603675941323,0.14728369241190456,42.74735483628697,1.103328239845103,0.4350678722509707
0.6341247151265995,0.12972818566991953,43.824171450478815,1.2198322984904877,0.5857075833638883
0.6292643193926408,0.13611267720795722,44.18385913195695,1.1428751097894154,0.5136107903967746
0.672419915752427,0.12663154981741664,44.51755858972455,1.1802169957142232,0.5077970799617962
0.6888490855007188,0.10220619435174912,49.46210084197487,1.0830067960740675,0.39415771057334875
0.7064398963458962,0.12639123028299432,47.446892594709354,1.1544560013596787,0.44801610501378253
0.6761835563412569,0.17311543263700943,41.46850825988112,1.1416584960914085,0.46547493975015153
0.7116533347645616,0.1312997877714405,42.400511200991005,1.1792195350972627,0.4675662003327011
0.70861933138313,0.14048221632583502,42.7795185324881,1.2291034690108764,0.5204841376277464
0.7167614119976687,0.17477534611770165,40.97581879430594,1.1040373715685763,0.3872759595709075
0.636907595608252,0.10432726316746246,48.82798555358704,1.0542524430080378,0.4173448473997858
0.6493252915483336,0.12717399692174686,43.32852840006809,1.124844559739085,0.47551926819075135
0.6254355421593272,0.10803001317614071,44.76215449218497,1.1275125076726333,0.5020769655133062
